"adiuto adiutare"	"adiūtō adiūtāre"	"to help zealously, serve, aid, assist"	"to help zealously, serve, aid, assist"	"62"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#adiuto"	"9629"	"Petronius, Satyricon: 26-78"
"adligo adligare adligavi adligatus"	"adligō adligāre adligāvī adligātus"	"to tie or bind to; hold fast"	"to tie or bind to; hold fast, hold; constrain, confine"	"40"	"10"	"4"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#adligo"	"3204"	"Petronius, Satyricon: 26-78"
"admiratio –onis f."	"admīrātiō –ōnis f."	"admiration"	"admiration"	"28"	"4"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#admiratio"	"3395"	"Petronius, Satyricon: 26-78"
"admitto admittere admisi admissus"	"admittō admittere admīsī admīssus"	"to send to, admit"	"to urge on, put to a gallop; let in, admit, receive; grant, permit, let go"	"51"	"13"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#admitto"	"1361"	"Petronius, Satyricon: 26-78"
"admoneo admonere admonui admonitus"	"admoneō admonēre admonuī admonitus"	"to admonish, remind"	"to admonish, remind, prompt; suggest, advise, raise; persuade, urge; warn, caution"	"48"	"9"	"4"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#admoneo"	"1412"	"Petronius, Satyricon: 26-78"
"admoveo admovere admovi admotus"	"admoveō admovēre admōvī admōtus"	"to move to, bring to"	"to move, bring to"	"74"	"8"	"2"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#admoveo"	"2040"	"Petronius, Satyricon: 26-78"
"adolescentulus adulescentuli m."	"adolēscentulus adulēscentulī m."	"young man"	"young man"	"59"	"5"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#adolescentulus"	"3803"	"Petronius, Satyricon: 26-78"
"adsurgo –ere –surrexi –surrectus"	"adsurgō –ere –surrēxī –surrēctus"	"to rise up; rise"	"to rise up; rise; swell, fume"	"65"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#adsurgo"	"3030"	"Petronius, Satyricon: 26-78"
"aduro –urere –ussi –ustum"	"adūrō –ūrere –ussī –ustum"	"to set on fire, burn off"	"to set on fire, burn off"	"44"	"2"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aduro"	"5356"	"Petronius, Satyricon: 26-78"
"advenio advenire adveni adventus"	"adveniō advenīre advēnī adventus"	"to arrive"	"to arrive"	"40"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#advenio"	"1290"	"Petronius, Satyricon: 26-78"
"adversarius –a –um"	"adversārius –a –um"	"turned towards, opposed"	"turned towards, opposed"	"58"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#adversarius"	"3486"	"Petronius, Satyricon: 26-78"
"adversus or adversum"	"adversus or adversum + acc."	"facing, opposite, against, opposed (to) (adv. and prep. + acc.)"	"facing, opposite, against, opposed (to)"	"46"	"2"	"1"	"Adverb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#adversus"	"1195"	"Petronius, Satyricon: 26-78"
"ad–rado –radere –rasi –rasum"	"ad–rādō –rādere –rāsī –rāsum"	"to scrape, cut short, shave"	"to scrape, cut short, shave"	"32"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#adrado"	"14269"	"Petronius, Satyricon: 26-78"
"aedes aedis f."	"aedēs aedis f."	"building, shrine"	"temple, shrine; tomb; apartment, room; house (pl.), abode, dwelling; household"	"53"	"5"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aedes"	"877"	"Petronius, Satyricon: 26-78"
"aedicula –ae f."	"aedicula –ae f."	"a small building; (in pl.) house"	"a building; small temple, chapel, niche; (in pl.) house"	"29"	"3"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aedicula"	"8847"	"Petronius, Satyricon: 26-78"
"aedifico aedificare aedificavi aedificatus"	"aedificō aedificāre aedificāvī aedificātus"	"to build, erect, establish"	"to build, erect, construct, make; create; establish; improve; edify"	"71"	"5"	"4"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aedifico"	"1973"	"Petronius, Satyricon: 26-78"
"aedilis –is m."	"aedīlis –is m."	"a commissioner of buildings, aedile, magistrate for public works."	"a commissioner of buildings, aedile, magistrate for public works."	"44"	"3"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aedilis"	"6543"	"Petronius, Satyricon: 26-78"
"Aegyptius –a –um"	"Aegyptius –a –um"	"Egyptian"	"Egyptian"	"35"	"2"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Aegyptius"	"3395"	"Petronius, Satyricon: 26-78"
"Aeneas –ae m."	"Aenēās –ae m."	"Aeneas"	"Aeneas"	"68"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Aeneas"	"350"	"Petronius, Satyricon: 26-78"
"aeneus –a –um"	"aēneus (ahēnus) –a –um"	"bronze"	"bronze"	"30"	"3"	"3"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aeneus"	"3986"	"Petronius, Satyricon: 26-78"
"aenigma –atis n. "	"aenigma –atis n. "	"a riddle, obscurity"	"a riddle, obscurity"	"41"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aenigma"	"11988"	"Petronius, Satyricon: 26-78"
"aenulum –i n."	"aēnulum –ī n."	"a small bronze vessel"	"a small bronze vessel"	"73"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aenulum"	"14269"	"Petronius, Satyricon: 26-78"
"aenum –i n."	"aēnum –ī n."	"vessel"	"vessel"	"47"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aenum"	"11988"	"Petronius, Satyricon: 26-78"
"aenus –a –um"	"aēnus –a –um"	"of bronze, brazen"	"of bronze; brazen; subst., a bronze or brazen vessel; caldron"	"74"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aenus"	"3803"	"Petronius, Satyricon: 26-78"
"aeque"	"aequē"	"equally"	"equally, justly, fairly; in same/like manner/degree, just as; likewise, also"	"42"	"4"	"3"	"Adverb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aeque"	"3319"	"Petronius, Satyricon: 26-78"
"aequo aequare aequavi aequatus"	"aequō aequāre aequāvī aequātus"	"to make level, equalize"	"to make level, equalize; make (a treaty) on equal terms"	"70"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aequo"	"1514"	"Petronius, Satyricon: 26-78"
"aequum –i n."	"aequum –ī n."	"that which is even; right"	"that which is even; right, justice; in aequum, to the open field"	"34"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aequum"	"6015"	"Petronius, Satyricon: 26-78"
"aequus –a –um"	"aequus –a –um"	"equal"	"level, even; equitable, just; calm, tranquil; equal to; suitable to"	"55"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aequus"	"463"	"Petronius, Satyricon: 26-78"
"aerarius –(i)i m."	"aerārius –(i)ī m."	"coppersmith"	"coppersmith"	"50"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aerarius"	"14269"	"Petronius, Satyricon: 26-78"
"aerarius –a –um"	"aerārius –a –um"	"of copper or bronze"	"of or belonging to copper or bronze; treasury (pl.)"	"57"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aerarius"	"7742"	"Petronius, Satyricon: 26-78"
"aerumna –ae f."	"aerumna –ae f."	"toil, trouble"	"toil, hardship, distress, trouble, tribulation"	"48"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aerumna"	"3395"	"Petronius, Satyricon: 26-78"
"aerumnosus –a –um"	"aerumnōsus –a –um"	"full of trouble, miserable, wretched, distressed"	"full of trouble, miserable, wretched, distressed"	"39"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aerumnosus"	"9629"	"Petronius, Satyricon: 26-78"
"aes aeris n."	"aes aeris n."	"copper, bronze; money"	"copper/bronze/brass, base metal; money, pay, fee, fare;  (w/alienum) debt; gong; in meo aere esse: be debt free"	"50"	"9"	"3"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aes"	"795"	"Petronius, Satyricon: 26-78"
"aestimo aestimare aestimavi aestimatus"	"aestimō aestimāre aestimāvī aestimātus"	"to appraise"	"to appraise, estimate, value"	"65"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aestimo"	"1654"	"Petronius, Satyricon: 26-78"
"aestus aestus m."	"aestus aestūs m."	"heat; wave, tide"	"heat; agitation, passion, seething; wave, surge, flood, tide"	"34"	"3"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aestus"	"961"	"Petronius, Satyricon: 26-78"
"aetas aetatis f."	"aetās aetātis f."	"age"	"age; lifetime; time"	"43"	"9"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aetas"	"324"	"Petronius, Satyricon: 26-78"
"Aethiops –opis m."	"Aethiops –opis m."	"an Ethiopian"	"an Ethiopian"	"34"	"2"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Aethiops"	"3148"	"Petronius, Satyricon: 26-78"
"affabilitas –atis f."	"affābilitās –ātis f."	"courtesy, kindness"	"the quality of affabilis, affability, courtesy, kindness"	"61"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#affabilitas"	"14269"	"Petronius, Satyricon: 26-78"
"affero afferre attuli allatus"	"afferō afferre attulī allātus"	"to bring to"	"to bring to (word/food), carry, convey; report, allege, announce; produce, cause"	"31"	"34"	"27"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#affero"	"604"	"Petronius, Satyricon: 26-78"
"affirmo affirmare affirmavi affirmatus"	"affirmō affirmāre affirmāvī affirmātus"	"to strengthen, prove, assert"	"to affirm/assert (dogmatically/positively); confirm, ratify, restore; emphasize"	"64"	"6"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#affirmo"	"2796"	"Petronius, Satyricon: 26-78"
"Africa –ae f."	"Āfrica –ae f."	"Africa"	"Africa"	"48"	"4"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Africa"	"1866"	"Petronius, Satyricon: 26-78"
"Africanus –i m."	"Africānus –ī m."	"Africanus "	"Africanus (a name)"	"35"	"1"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Africanus"	"5356"	"Petronius, Satyricon: 26-78"
"agaga –ae m."	"agaga –ae m."	"pimp, an effeminate man"	"pimp, an effeminate man"	"69"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#agaga"	"14269"	"Petronius, Satyricon: 26-78"
"Agamemnon –onis m."	"Agamemnōn –onis m."	"Agamemnon (a name)"	"Agamemnon, a name, e.g., king of Mycenae"	"26"	"16"	"14"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Agamemnon"	"2509"	"Petronius, Satyricon: 26-78"
"Agatho –onis m."	"Agathō –ōnis m."	"Agatho (a name)"	"Agatho (a name)"	"74"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Agatho"	"11988"	"Petronius, Satyricon: 26-78"
"agellus –i m."	"agellus –ī m."	"a small estate, little field"	"a small piece of ground, a little field"	"48"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#agellus"	"3552"	"Petronius, Satyricon: 26-78"
"ager agri m."	"ager agrī m."	"field"	"field"	"44"	"4"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#ager"	"330"	"Petronius, Satyricon: 26-78"
"agino aginare"	"aginō agināre"	"to strive"	"to strive"	"61"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#agino"	"14269"	"Petronius, Satyricon: 26-78"
"agmen agminis n."	"āgmen āgminis n."	"line of march"	"line (of march), column; army; multitude, throng"	"26"	"2"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#agmen"	"501"	"Petronius, Satyricon: 26-78"
"ago agere egi actus"	"agō agere ēgī āctus"	"to drive, do, act, concern oneself with"	"to drive; do; spend, conduct; concern (oneself with a thing); make a proposal (about)"	"31"	"42"	"15"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#ago"	"83"	"Petronius, Satyricon: 26-78"
"Aiax –acis m."	"Aiāx –ācis m."	"Ajax"	"Ajax, the son of Telamon; Ajax, the son of Oileus, called also Ajax the Lesser"	"59"	"2"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Aiax"	"2873"	"Petronius, Satyricon: 26-78"
"aio"	"āiō"	"to say, affirm, say yes"	"to say (defective), assert; say yes/so, affirm, assent; prescribe/lay down (law)"	"31"	"15"	"10"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aio"	"246"	"Petronius, Satyricon: 26-78"
"ala alae f."	"āla ālae f."	"wing, armpit"	"wing, armpit"	"33"	"3"	"2"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#ala"	"1221"	"Petronius, Satyricon: 26-78"
"alabaster –tri m. or alabastrum –i n."	"alabaster –trī m. or alabastrum –ī n."	"a box or casket for perfumes or unguents"	"a box or casket for perfumes, tapering to a point at the top, a box for unguents"	"60"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#alabaster"	"11988"	"Petronius, Satyricon: 26-78"
"albus –a –um"	"albus –a –um"	"white"	"white"	"31"	"8"	"6"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#albus"	"1031"	"Petronius, Satyricon: 26-78"
"Alexandrinus –a –um"	"Alexandrīnus –a –um"	"Alexandrian"	"Alexandrian; from or relating to Alexandria"	"31"	"2"	"2"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#Alexandrinus"	"7742"	"Petronius, Satyricon: 26-78"
"algeo algere alsi —"	"algeō algēre alsī —"	"to be cold, feel cold"	"to be cold, feel cold; endure cold"	"72"	"1"	"1"	"Verb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#algeo"	"4840"	"Petronius, Satyricon: 26-78"
"alicula –ae f."	"ālicula –ae f."	" a light upper garment "	" a light upper garment "	"40"	"1"	"1"	"Noun"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#alicula"	"11988"	"Petronius, Satyricon: 26-78"
"alienus –a –um"	"aliēnus –a –um"	"strange, unrelated, another's"	"strange, unrelated, belonging to some else, another's"	"54"	"7"	"1"	"Adjective"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#alienus"	"522"	"Petronius, Satyricon: 26-78"
"alioquin or alioqui"	"aliōquīn or aliōquī"	"otherwise"	"otherwise"	"47"	"7"	"5"	"Adverb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#alioquin"	"2178"	"Petronius, Satyricon: 26-78"
"aliquamdiu"	"aliquamdiū"	"for some time"	"for some time"	"64"	"1"	"1"	"Adverb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aliquamdiu"	"5003"	"Petronius, Satyricon: 26-78"
"aliquando"	"aliquandō"	"at some time, at length"	"sometime (or other), at any time, ever; finally; before too late; at length"	"68"	"6"	"1"	"Adverb"	"Forcellini"	"Logeion"	"http://logeion.uchicago.edu/index.html#aliquando"	"1387"	"Petronius, Satyricon: 26-78"
